MonitoringLocationIdentifier
32812-ORDEQ
37599-ORDEQ
24535-ORDEQ
34150-ORDEQ
443004120364201
24655-ORDEQ
422549121562300
28595-ORDEQ
37937-ORDEQ
38547-ORDEQ
32171-ORDEQ
14486-ORDEQ
29871-ORDEQ
11823-ORDEQ
28076-ORDEQ
25866-ORDEQ
455034118033100
34744-ORDEQ
35490-ORDEQ
40879-ORDEQ
14077-ORDEQ
28901-ORDEQ
36995-ORDEQ
25620-ORDEQ
19662-ORDEQ
28070-ORDEQ
41AgSlB_RVSS
31583-ORDEQ
28632-ORDEQ
13370-ORDEQ
20835-ORDEQ
28477-ORDEQ
23775-ORDEQ
40785-ORDEQ
29418-ORDEQ
45.37.116.8
13480-ORDEQ
37544-ORDEQ
26322-ORDEQ
26535-ORDEQ
15017-ORDEQ
41212-ORDEQ
43.00.117.73
38756-ORDEQ
34262-ORDEQ
147198-BLM
12572-ORDEQ
24350-ORDEQ
14629-ORDEQ
23140-ORDEQ
37335-ORDEQ
ROG124
13269000
37190-ORDEQ
40258-ORDEQ
23050-ORDEQ
Snake_River_383_MC
26555-ORDEQ
37713-ORDEQ
Temperance_Creek_0.12_MC
UmatNF-069
28466-ORDEQ
182936-BLM
23912-ORDEQ
GIB15
28115-ORDEQ
SNF-041
12269-ORDEQ
28627-ORDEQ
1002
25510-ORDEQ
10353-ORDEQ
25081-ORDEQ
5014
27871-ORDEQ
23812-ORDEQ
37747-ORDEQ
16582-ORDEQ
433908119052000
WNF-020
MNF-155
28639-ORDEQ
195743-BLM
27987-ORDEQ
36242-ORDEQ
MNF-090
ORRM-1004
FWNF-098
30576-ORDEQ
30601-ORDEQ
23858-ORDEQ
OC-13
36351-ORDEQ
13117-ORDEQ
36768-ORDEQ
455212117591501
26804-ORDEQ
31790-ORDEQ
18829-ORDEQ
28456-ORDEQ
38221-ORDEQ
41097-ORDEQ
26670-ORDEQ
MNF-245
35125-ORDEQ
28249-ORDEQ
26001-ORDEQ
30423-ORDEQ
12730-ORDEQ
35266-ORDEQ
15795-ORDEQ
12107-ORDEQ
10405-ORDEQ
12293-ORDEQ
13237-ORDEQ
21870-ORDEQ
199917-BLM
34407-ORDEQ
29439-ORDEQ
23196-ORDEQ
23830-ORDEQ
37564-ORDEQ
12608-ORDEQ
10419-ORDEQ
29412-ORDEQ
11609-ORDEQ
WWNF-110
34914-ORDEQ
22966-ORDEQ
MNF-192
12491-ORDEQ
28875-ORDEQ
WWNF-085
12140-ORDEQ
33971-ORDEQ
24799-ORDEQ
14993-ORDEQ
BOI340
32855-ORDEQ
26460-ORDEQ
10521-ORDEQ
10759-ORDEQ
PDX_BES-OFADK154-1
32503-ORDEQ
11425-ORDEQ
12658-ORDEQ
28356-ORDEQ
ONF-041
14474-ORDEQ
DNF_072
434021119401500
32054-ORDEQ
33664-ORDEQ
EMSWCD_Smith_Spencer
24718-ORDEQ
37408-ORDEQ
LOP010
10807-ORDEQ
23552-ORDEQ
180365-BLM
25978-ORDEQ
11814-ORDEQ
38012-ORDEQ
32752-ORDEQ
40390-ORDEQ
SNF-046
34145-ORDEQ
Snake_River_283.9_LC
11888-ORDEQ
37229-ORDEQ
34061-ORDEQ
WWNF-197
34306-ORDEQ
DNF_048
TT17
37976-ORDEQ
25986-ORDEQ
MNF-199
MNF-082
20434-ORDEQ
10983-ORDEQ
10678-ORDEQ
40129-ORDEQ
33485-ORDEQ
23769-ORDEQ
420232122361000
COG_3153-F-040
13182-ORDEQ
36478-ORDEQ
24824-ORDEQ
13704-ORDEQ
PDX_BES-P0105
40792-ORDEQ
13692-ORDEQ
41716-ORDEQ
36273-ORDEQ
30227-ORDEQ
32444-ORDEQ
WWNF-143
13172-ORDEQ
38127-ORDEQ
79529-BLM
37948-ORDEQ
UmpNF-049
14181750
13632-ORDEQ
27733-ORDEQ
11419-ORDEQ
32580-ORDEQ
SNF-055
40845-ORDEQ
16524-ORDEQ
13504-ORDEQ
41322-ORDEQ
10716-ORDEQ
41336-ORDEQ
CRLA_WQ30
13562-ORDEQ
MT6
15127-ORDEQ
26512-ORDEQ
22953-ORDEQ
442013120553700
26943-ORDEQ
24781-ORDEQ
UmatNF-016
EMSWCD_Big_Black
21839-ORDEQ
14188900
24803-ORDEQ
25963-ORDEQ
23371-ORDEQ
18742-ORDEQ
11587-ORDEQ
POW146
25850-ORDEQ
23147-ORDEQ
12793-ORDEQ
145460-BLM
443432121370900
11490-ORDEQ
13577-ORDEQ
21885-ORDEQ
35932-ORDEQ
24057-ORDEQ
24666-ORDEQ
33063-ORDEQ
14592-ORDEQ
28815-ORDEQ
12217-ORDEQ
36030-ORDEQ
16009-ORDEQ
41277-ORDEQ
12968-ORDEQ
WWNF-230
33539-ORDEQ
10582-ORDEQ
20226-ORDEQ
10649-ORDEQ
COG_BUC4
38327-ORDEQ
10828-ORDEQ
41055-ORDEQ
13643-ORDEQ
16089-ORDEQ
MNF-189
34910-ORDEQ
30947-ORDEQ
UmatNF-019
40096-ORDEQ
WNF-135
37111-ORDEQ
30501-ORDEQ
32785-ORDEQ
21879-ORDEQ
33177-ORDEQ
203129-BLM
30548-ORDEQ
UmatNF-087
40761-ORDEQ
22481-ORDEQ
25236-ORDEQ
37329-ORDEQ
30369-ORDEQ
30572-ORDEQ
34169-ORDEQ
DR 169.00
30598-ORDEQ
31049-BLM
24061-ORDEQ
24967-ORDEQ
149974-BLM
32653-ORDEQ
31905-ORDEQ
36533-ORDEQ
13187-ORDEQ
41099-ORDEQ
26571-ORDEQ
36382-ORDEQ
MNF-167
33773-ORDEQ
13555-ORDEQ
12543-ORDEQ
11845-ORDEQ
30533-ORDEQ
443412121371500
12719-ORDEQ
15789-ORDEQ
EMSWCD_Beaver_Freuler
36315-ORDEQ
35536-ORDEQ
14266-ORDEQ
34465-ORDEQ
28038-ORDEQ
10032-ORDEQ
40622-ORDEQ
12651-ORDEQ
13274-ORDEQ
16636-ORDEQ
38201-ORDEQ
40481-ORDEQ
26822-ORDEQ
MHNF-038
TT23
12169-ORDEQ
28989-ORDEQ
30539-ORDEQ
13556-ORDEQ
31606-ORDEQ
26380-ORDEQ
14207740
FWNF-161
ONF-032
37893-ORDEQ
31152-ORDEQ
UmpNF-043
37447-ORDEQ
35404-ORDEQ
15736-ORDEQ
26866-ORDEQ
435434119370301
13014-ORDEQ
UmatNF-045
23006-ORDEQ
25651-ORDEQ
38549-ORDEQ
15362-ORDEQ
3701715-CWS
421746121522800
30734-ORDEQ
10974-ORDEQ
10412-ORDEQ
25987-ORDEQ
13630-ORDEQ
NLA_OR-10203
11393-ORDEQ
20422-ORDEQ
UmatNF-010
DNF_044
40172-ORDEQ
34309-ORDEQ
MNF-145
422502122011400
16190-ORDEQ
37008-ORDEQ
14273-ORDEQ
14597-ORDEQ
23558-ORDEQ
14510-ORDEQ
32184-ORDEQ
NRS_OR-10599
25863-ORDEQ
420430122361000
MNF-012
434058119400001
32842-ORDEQ
455702117575801
36903-ORDEQ
414
PDX_BES-P1872
15543-ORDEQ
10609-ORDEQ
MHNF-109
WWNF-018
FWNF-030
13545-ORDEQ
37892-ORDEQ
435659121290901
189014-BLM
WWNF-010
22962-ORDEQ
11566-ORDEQ
32127-ORDEQ
32487-ORDEQ
14208-ORDEQ
326170-BLM
15460-ORDEQ
12964-ORDEQ
10979-ORDEQ
28276-ORDEQ
12837-ORDEQ
14526-ORDEQ
11265-ORDEQ
CRLA_WQ19
WNF-048
12981-ORDEQ
33252-ORDEQ
29301-ORDEQ
25112-ORDEQ
28427-ORDEQ
31588-ORDEQ
18744-ORDEQ
440243121364500
13352-ORDEQ
37416-ORDEQ
16066-ORDEQ
33630-ORDEQ
14726-ORDEQ
25076-ORDEQ
3701087-CWS
26927-ORDEQ
24897-ORDEQ
14029-ORDEQ
5054
188062-BLM
36312-ORDEQ
12830-ORDEQ
10544-ORDEQ
34314-ORDEQ
12515-ORDEQ
34575-ORDEQ
TT13
COWL_03_Unnamed
13551-ORDEQ
14661-ORDEQ
32427-ORDEQ
12978-ORDEQ
33626-ORDEQ
36984-ORDEQ
28380-ORDEQ
13292-ORDEQ
37649-ORDEQ
7301001-CWS
37959-ORDEQ
16558-ORDEQ
22942-ORDEQ
16222-ORDEQ
11735-ORDEQ
40585-ORDEQ
188066-BLM
38358-ORDEQ
15995-ORDEQ
440246121355700
28454-ORDEQ
442206121081900
23827-ORDEQ
40183-ORDEQ
36770-ORDEQ
316862-BLM
14614-ORDEQ
15477-ORDEQ
36788-ORDEQ
25288-ORDEQ
28641-ORDEQ
36682-ORDEQ
31293-ORDEQ
23993-ORDEQ
34990-ORDEQ
UmpNF-027
WNF-125
41561-ORDEQ
423836121524600
35328-ORDEQ
430542121544900
13811-ORDEQ
38294-ORDEQ
11500-ORDEQ
11613-ORDEQ
21828-ORDEQ
20063-ORDEQ
35059-ORDEQ
28480-ORDEQ
36778-ORDEQ
14539-ORDEQ
78611-BLM
25646-ORDEQ
16566-ORDEQ
36875-ORDEQ
27843-ORDEQ
24964-ORDEQ
MAL206
23566-ORDEQ
WWNF-095
14767-ORDEQ
12605-ORDEQ
NRS_OR-10479
37979-ORDEQ
ECP1-01
30245-ORDEQ
37385-ORDEQ
35917-ORDEQ
13164-ORDEQ
24919-ORDEQ
34055-ORDEQ
13138-ORDEQ
34591-ORDEQ
38400-ORDEQ
MNF-030
12796-ORDEQ
38743-ORDEQ
15626-ORDEQ
MNF-001
12802-ORDEQ
27990-ORDEQ
40497-ORDEQ
SNF-073
21384-ORDEQ
40808-ORDEQ
WNF-033
COG_IJC990
40520-ORDEQ
Snake_River_192.3_RB
NRS_OR-10509
34850-ORDEQ
38874-ORDEQ
16596-ORDEQ
34513-ORDEQ
24550-ORDEQ
38396-ORDEQ
13067-ORDEQ
MAL103
37857-ORDEQ
COG_IJC39
12976-ORDEQ
35546-ORDEQ
17174-ORDEQ
13665-ORDEQ
14566-ORDEQ
15305-ORDEQ
37588-ORDEQ
MAL158
15041-ORDEQ
12652-ORDEQ
Whitewater River
15694-ORDEQ
14977-ORDEQ
10638-ORDEQ
37475-ORDEQ
MNF-084
12270-ORDEQ
12112-ORDEQ
23019-ORDEQ
28048-ORDEQ
14542-ORDEQ
25025-ORDEQ
PDX_BES-TC5
ONF-081
29313-ORDEQ
40462-ORDEQ
30595-ORDEQ
11971-ORDEQ
15402-ORDEQ
10339-ORDEQ
11300-ORDEQ
23851-ORDEQ
12530-ORDEQ
UmpNF-073
34545-ORDEQ
30752-ORDEQ
14236-ORDEQ
POW176
33872-ORDEQ
11120-ORDEQ
188376-BLM
14202650
31814-ORDEQ
28564-ORDEQ
FWNF-181
WNF-156
41211-ORDEQ
21857-ORDEQ
443015121395600
14337830
ORR9-0902
10529-ORDEQ
12913-ORDEQ
14571-ORDEQ
13041-ORDEQ
38216-ORDEQ
25810-ORDEQ
WNF-143
34828-ORDEQ
RRSNF-010
23128-ORDEQ
SC-P9-03
10486-ORDEQ
40181-ORDEQ
32539-ORDEQ
28387-ORDEQ
12168-ORDEQ
32700-ORDEQ
13458-ORDEQ
PDX_BES-BM
33998-ORDEQ
24508-ORDEQ
23472-ORDEQ
34963-ORDEQ
33235-ORDEQ
35426-ORDEQ
DACKDS_RVSS
16562-ORDEQ
189018-BLM
PDX_BES-BW
40394-ORDEQ
31327-ORDEQ
29655-ORDEQ
COG_ChastatTowle
40210-ORDEQ
40093-ORDEQ
40752-ORDEQ
ODFW_MR_RRH_15
37709-ORDEQ
SNF-006
15451-ORDEQ
12777-ORDEQ
14150800
ONF-084
12637-ORDEQ
10968-ORDEQ
25655-ORDEQ
22937-ORDEQ
11141-ORDEQ
37751-ORDEQ
14578-ORDEQ
15700-ORDEQ
WWNF-082
WWNF-098
PDX_BES-WILLPARK
41440-ORDEQ
11477-ORDEQ
12095-ORDEQ
16247-ORDEQ
14210000
23288-ORDEQ
UmatNF-055
CRO1
33653-ORDEQ
29627-ORDEQ
25558-ORDEQ
24301-ORDEQ
25656-ORDEQ
38306-ORDEQ
35385-ORDEQ
40611-ORDEQ
SNF-095
41439-ORDEQ
24985-ORDEQ
28066-ORDEQ
11020-ORDEQ
23370-ORDEQ
23748-ORDEQ
35374-ORDEQ
12490-ORDEQ
23932-ORDEQ
35280-ORDEQ
30155-ORDEQ
36250-ORDEQ
189653-BLM
33184-ORDEQ
28239-ORDEQ
27895-ORDEQ
13223-ORDEQ
37726-ORDEQ
13490-ORDEQ
DR 160.00
34848-ORDEQ
16540-ORDEQ
38379-ORDEQ
36070-ORDEQ
11504290
13314-ORDEQ
39133-ORDEQ
39122-ORDEQ
40521-ORDEQ
28108-ORDEQ
24955-ORDEQ
15338-ORDEQ
1099
WQ5
26450-ORDEQ
NLA12_OR-133
33117-ORDEQ
13180-ORDEQ
28309-ORDEQ
40343-ORDEQ
29870-ORDEQ
13507-ORDEQ
34280-ORDEQ
23751-ORDEQ
40262-ORDEQ
11663-ORDEQ
12720-ORDEQ
24435-ORDEQ
27936-ORDEQ
MNF-243
79063-BLM
DNF_027
34934-ORDEQ
13263-ORDEQ
36979-ORDEQ
146507-BLM
10653-ORDEQ
25234-ORDEQ
326477-BLM
25068-ORDEQ
PDX_BES-PORTFIRE
34324-ORDEQ
WNF-152
11698-ORDEQ
31897-ORDEQ
30583-ORDEQ
ONF-039
455951118215600
12375-ORDEQ
40582-ORDEQ
11156-ORDEQ
38875-ORDEQ
27864-ORDEQ
24884-ORDEQ
12900-ORDEQ
31936-ORDEQ
15258-ORDEQ
23785-ORDEQ
23815-ORDEQ
34412-ORDEQ
423531120501300
36396-ORDEQ
11872-ORDEQ
41058-ORDEQ
25692-ORDEQ
28363-ORDEQ
14600-ORDEQ
12304-ORDEQ
27989-ORDEQ
FAMBM2
13393-ORDEQ
30331-ORDEQ
34916-ORDEQ
16179-ORDEQ
13687-ORDEQ
16245-ORDEQ
45.88.116.81
10461-ORDEQ
28720-ORDEQ
SNF-074
UmatNF-052
32047-ORDEQ
SNF-024
29672-ORDEQ
30564-ORDEQ
13069-ORDEQ
14628-ORDEQ
37553-ORDEQ
CRO171
79339-BLM
10546-ORDEQ
12642-ORDEQ
PDX_BES-P1104
187086-BLM
10785-ORDEQ
16214-ORDEQ
14204660
22960-ORDEQ
37917-ORDEQ
WWNF-062
21517-ORDEQ
35424-ORDEQ
36844-ORDEQ
34030-ORDEQ
34943-ORDEQ
COG_JohnatAmble
13198-ORDEQ
37483-ORDEQ
10528-ORDEQ
12877-ORDEQ
Three_Creek_0.1_MC
ONF-070
38491-ORDEQ
199246-BLM
40864-ORDEQ
28430-ORDEQ
22983-ORDEQ
16579-ORDEQ
34329-ORDEQ
40239-ORDEQ
ONF-017
422620122004300
CRO190
15737-ORDEQ
MHNF-023
10794-ORDEQ
RG-04b
36845-ORDEQ
13524-ORDEQ
38104-ORDEQ
34126-ORDEQ
12377-ORDEQ
12875-ORDEQ
32956-ORDEQ
27856-ORDEQ
11252-ORDEQ
41715-ORDEQ
31496-ORDEQ
38301-ORDEQ
28465-ORDEQ
FWNF-109
10889-ORDEQ
37230-ORDEQ
24347-ORDEQ
38501-ORDEQ
NRS_OR-10681
40300-ORDEQ
34956-ORDEQ
452842122450101
26329-ORDEQ
15600-ORDEQ
24880-ORDEQ
25919-ORDEQ
23280-ORDEQ
33532-ORDEQ
37942-ORDEQ
149968-BLM
ONF-066
DNF_030
40373-ORDEQ
29305-ORDEQ
30328-ORDEQ
36131-ORDEQ
16513-ORDEQ
ONF-037
11799-ORDEQ
22538-ORDEQ
15759-ORDEQ
23644-ORDEQ
23319-ORDEQ
38560-ORDEQ
24728-ORDEQ
15005-ORDEQ
LOP118
23871-ORDEQ
WNF-072
33233-ORDEQ
16767-ORDEQ
WWNF-213
15942-ORDEQ
FWNF-009
36955-ORDEQ
OC-12
11527-ORDEQ
460636118122500
1066
29026-ORDEQ
14412-ORDEQ
444741121132900
13911-ORDEQ
12084-ORDEQ
MNF-198
10442-ORDEQ
24250-ORDEQ
14159500
23261-ORDEQ
35064-ORDEQ
37065-ORDEQ
12577-ORDEQ
41023-ORDEQ
11932-ORDEQ
15153-ORDEQ
15480-ORDEQ
11825-ORDEQ
WWNF-190
537
12266-ORDEQ
18894-ORDEQ
521
PDX_BES-OFADM084-1
38409-ORDEQ
30246-ORDEQ
WWNF-070
29225-ORDEQ
28346-ORDEQ
29364-ORDEQ
41280-ORDEQ
28017-ORDEQ
IDRM-1018
21848-ORDEQ
29403-ORDEQ
10433-ORDEQ
40888-ORDEQ
Peters Pasture
13369-ORDEQ
13058-ORDEQ
34291-ORDEQ
22409-ORDEQ
35420-ORDEQ
34867-ORDEQ
420401122360101
CAN_6
12866-ORDEQ
10797-ORDEQ
28450-ORDEQ
11040-ORDEQ
30226-ORDEQ
11138-ORDEQ
14565-ORDEQ
25208-ORDEQ
23387-ORDEQ
34269-ORDEQ
24746-ORDEQ
24909-ORDEQ
14644-ORDEQ
13494-ORDEQ
435704120094901
30678-ORDEQ
MAL120
28871-ORDEQ
17170-ORDEQ
11015-ORDEQ
ARKEMA_GW_AMBIENT
16568-ORDEQ
16643-ORDEQ
29328-ORDEQ
196048-BLM
25116-ORDEQ
25918-ORDEQ
29750-ORDEQ
190290-BLM
FWNF-043
12982-ORDEQ
27862-ORDEQ
12597-ORDEQ
TT28
34158-ORDEQ
13468-ORDEQ
35919-ORDEQ
1064
32805-ORDEQ
CRO148
38093-ORDEQ
PRI1
SNF-098
41337-ORDEQ
36045-ORDEQ
COG_FCI1
40209-ORDEQ
37786
33518-ORDEQ
MHNF-113
35895-ORDEQ
46
41351-ORDEQ
WNF-142
ORS9-0935
27800-ORDEQ
149675-BLM
445111121104900
40105-ORDEQ
NLA_OR-10237
35030-ORDEQ
12504-ORDEQ
13445-ORDEQ
163
30348-ORDEQ
26944-ORDEQ
37379-ORDEQ
37195-ORDEQ
11709-ORDEQ
34240-ORDEQ
18826-ORDEQ
14338-ORDEQ
329727-BLM
37118-ORDEQ
16178-ORDEQ
31281-ORDEQ
11611-ORDEQ
36850-ORDEQ
25650-ORDEQ
MNF-248
33792-ORDEQ
12786-ORDEQ
40499-ORDEQ
UmatNF-068
28042-ORDEQ
13333-ORDEQ
COG_BeaveratStark
38130-ORDEQ
13436-ORDEQ
38551-ORDEQ
31279-ORDEQ
41159-ORDEQ
34197-ORDEQ
13056-ORDEQ
NLA12_OR-154
38578-ORDEQ
23133-ORDEQ
40577-ORDEQ
34085-ORDEQ
37560-ORDEQ
34878-ORDEQ
30428-ORDEQ
11606-ORDEQ
443448117331301
PDX_BES-JC16
29835-ORDEQ
40450-ORDEQ
14203-ORDEQ
14487-ORDEQ
11201-ORDEQ
14937-ORDEQ
38373-ORDEQ
UmpNF-063
40839-ORDEQ
40562-ORDEQ
14390-ORDEQ
Knight_Creek_0.12_MC
15239-ORDEQ
37443-ORDEQ
23176-ORDEQ
41303-ORDEQ
24702-ORDEQ
11376-ORDEQ
11353-ORDEQ
20679-ORDEQ
38337-ORDEQ
UmatNF-123
11673-ORDEQ
38928-ORDEQ
WWNF-138
23481-ORDEQ
25548-ORDEQ
NRS_WA-10326
30469-ORDEQ
23913-ORDEQ
30529-ORDEQ
40358-ORDEQ
CRLA_WQ02
12845-ORDEQ
MHNF-003
16001-ORDEQ
40836-ORDEQ
31824-ORDEQ
13672-ORDEQ
11773-ORDEQ
12113-ORDEQ
28967-ORDEQ
40555-ORDEQ
26307-ORDEQ
40878-ORDEQ
420315122365100
34453-ORDEQ
41271-ORDEQ
32A070
440214121454800
HoodRiver_Ambient
79311-BLM
12052-ORDEQ
11863-ORDEQ
28148-ORDEQ
30711-ORDEQ
11857-ORDEQ
37558-ORDEQ
28598-ORDEQ
16586-ORDEQ
28888-ORDEQ
37783-ORDEQ
28145-ORDEQ
30869-ORDEQ
11344-ORDEQ
15218-ORDEQ
35169-ORDEQ
40881-ORDEQ
11467-ORDEQ
44.97.122.04
14540-ORDEQ
442844121180801
24030-ORDEQ
36720-ORDEQ
WWNF-013
31694-ORDEQ
28351-ORDEQ
22375-ORDEQ
40509-ORDEQ
SC-04
40425-ORDEQ
FWNF-034
24444-ORDEQ
MNF-108
PDX_BES-RV1
13206-ORDEQ
13306-ORDEQ
444905117224501
25512-ORDEQ
11640-ORDEQ
12538-ORDEQ
144401-BLM
22569-ORDEQ
24837-ORDEQ
32708-ORDEQ
PDX_BES-OFANL865-1
30717-ORDEQ
11290-ORDEQ
23892-ORDEQ
POW150
33620-ORDEQ
38165-ORDEQ
31282-ORDEQ
12941-ORDEQ
23948-ORDEQ
14248700
35019-ORDEQ
FWNF-006
10765-ORDEQ
38886-ORDEQ
12110-ORDEQ
1024
14863-ORDEQ
34617-ORDEQ
188065-BLM
12267-ORDEQ
144304-BLM
23849-ORDEQ
32641-ORDEQ
21820-ORDEQ
35388-ORDEQ
24312-ORDEQ
31985-ORDEQ
25186-ORDEQ
1034
198927-BLM
30558-ORDEQ
UmatNF-008
41075-ORDEQ
37087-ORDEQ
S122_WWBWC
22482-ORDEQ
29687-ORDEQ
30148-ORDEQ
24968-ORDEQ
35286-ORDEQ
40430-ORDEQ
146749-BLM
RCM
10669-ORDEQ
1069
33747-ORDEQ
441917120532300
CRLA_WQ07
15484-ORDEQ
22311-ORDEQ
13475-ORDEQ
33374-ORDEQ
24772-ORDEQ
13440-ORDEQ
26066-ORDEQ
40271-ORDEQ
1058
36972-ORDEQ
5003
38248-ORDEQ
40389-ORDEQ
25782-ORDEQ
36571-ORDEQ
27883-ORDEQ
40998-ORDEQ
WNF-131
31368-ORDEQ
COG_3251-F-013
37340-ORDEQ
13035-ORDEQ
36833-ORDEQ
35296-ORDEQ
30569-ORDEQ
CRO156
WR4000
25441-ORDEQ
23614-ORDEQ
14294-ORDEQ
SNF-015
15986-ORDEQ
23240-ORDEQ
13036-ORDEQ
10767-ORDEQ
19667-ORDEQ
422709120465700
195106-BLM
41313-ORDEQ
40080-ORDEQ
ORRF-0105
15392-ORDEQ
13044-ORDEQ
14087380
11255-ORDEQ
25180-ORDEQ
20441-ORDEQ
38335-ORDEQ
26361-ORDEQ
29226-ORDEQ
BUR003
41
MNF-011
27863-ORDEQ
11653-ORDEQ
16115-ORDEQ
19790-ORDEQ
28040-ORDEQ
203109-BLM
12006-ORDEQ
14020850
28803-ORDEQ
FWNF-172
EC-06
36646-ORDEQ
13429-ORDEQ
NLA_OR-10108
Snake_River_345.2_LB
36120-ORDEQ
41661-ORDEQ
24923-ORDEQ
29572-ORDEQ
41088-ORDEQ
UmpNF-021
10795-ORDEQ
13441-ORDEQ
WWNF-046
40064-ORDEQ
12599-ORDEQ
12272-ORDEQ
23084-ORDEQ
26529-ORDEQ
41209-ORDEQ
14211400
MHNF-071
23317-ORDEQ
11520-ORDEQ
28006-ORDEQ
36680-ORDEQ
SNF-047
5169
37274-ORDEQ
5124
13349-ORDEQ
29423-ORDEQ
CRGNSA-001
CRGNSA-008
TT18
13169-ORDEQ
SNF-091
30721-ORDEQ
34966-ORDEQ
35298-ORDEQ
24914-ORDEQ
23020-ORDEQ
31653-ORDEQ
38098-ORDEQ
35112-ORDEQ
28658-ORDEQ
24297-ORDEQ
41332-ORDEQ
15420-ORDEQ
23930-ORDEQ
433002118313901
21518-ORDEQ
DNF_087
325839-BLM
40384-ORDEQ
10932-ORDEQ
15787-ORDEQ
MNF-047
30417-ORDEQ
10737-ORDEQ
TT12
38352-ORDEQ
37449-ORDEQ
PDX_BES-TC-23
10878-ORDEQ
40978-ORDEQ
28095-ORDEQ
29689-ORDEQ
35790-ORDEQ
34021-ORDEQ
22991-ORDEQ
13283-ORDEQ
30443-ORDEQ
25042-ORDEQ
13891-ORDEQ
30889-ORDEQ
28554-ORDEQ
25086-ORDEQ
15798-ORDEQ
36783-ORDEQ
33957-ORDEQ
28487-ORDEQ
28653-ORDEQ
15315-ORDEQ
16761-ORDEQ
36912-ORDEQ
34948-ORDEQ
39087-ORDEQ
21867-ORDEQ
12082-ORDEQ
28673-ORDEQ
14305-ORDEQ
DNF_083
32534-ORDEQ
38062-ORDEQ
40295-ORDEQ
79356-BLM
DES107
5052
26906-ORDEQ
31505-ORDEQ
326171-BLM
36812-ORDEQ
27961-ORDEQ
31573-ORDEQ
28592-ORDEQ
NLA_OR-10274
WWNF-023
24248-ORDEQ
28492-ORDEQ
1045
14204800
24744-ORDEQ
11246-ORDEQ
37586-ORDEQ
24373-ORDEQ
41001-ORDEQ
38901-ORDEQ
25075-ORDEQ
10917-ORDEQ
37658-ORDEQ
41329-ORDEQ
14426-ORDEQ
34876-ORDEQ
21849-ORDEQ
16659-ORDEQ
38589-ORDEQ
14072-ORDEQ
41677-ORDEQ
DNF_073
41665-ORDEQ
22407-ORDEQ
ONF-009
10362-ORDEQ
23998-ORDEQ
25883-ORDEQ
10477-ORDEQ
40091-ORDEQ
38512-ORDEQ
13512-ORDEQ
27874-ORDEQ
21448-ORDEQ
41204-ORDEQ
15811-ORDEQ
23199-ORDEQ
188048-BLM
327118-BLM
FWNF-065
15154-ORDEQ
32797-ORDEQ
PDX_BES-0732
14727-ORDEQ
